Edition,Name,Locality,Listing_Type
2025,Alma,Lisboa,award winner
2025,Antiqvvm,Porto,award winner
2025,Belcanto,Lisboa,award winner
2025,Bomfim 1896 with Pedro Lemos,Alijo,award winner
2025,CHECKin Faro by Leonel Pereira,Faro,award winner
2025,Casa de Chá da Boa Nova,Matosinhos,award winner
2025,Casinha Velha,Leiria,award winner
2025,Cozinha das Flores,Porto,award winner
2025,DeRaiz,Viseu,award winner
2025,Desarma,Funchal,award winner
2025,Euskalduna Studio,Porto,award winner
2025,Feitoria,Lisboa,award winner
2025,Fortaleza do Guincho,Cascais,award winner
2025,G Pousada Restaurante,Braganca,award winner
2025,Garagem 33,Vila Verde,award winner
2025,Il Gallo D'Oro,Funchal,award winner
2025,JNcQUOI Avenida,Lisboa,award winner
2025,LOCO,Lisboa,award winner
2025,Le Monument,Porto,award winner
2025,"Marlene,",Lisboa,award winner
2025,Maré – José Avillez,Cascais,award winner
2025,Mesa de Lemos,Viseu,award winner
2025,Noélia,Tavira,award winner
2025,Nunes Real Marisqueira,Lisboa,award winner
2025,O Gaveto,Matosinhos,award winner
2025,Ocean,Lagoa Algarve,award winner
2025,Pedro Lemos,Porto,award winner
2025,Pequeno Mundo,Loule,award winner
2025,Rei dos Leitões,Mealhada,award winner
2025,Restaurante da Herdade do Esporão,Reguengos De Monsaraz,award winner
2025,Solar dos Presuntos,Lisboa,award winner
2025,São Gião,Guimaraes,award winner
2025,The Yeatman,Vila Nova De Gaia,award winner
2025,Vila Joya,Albufeira,award winner
2025,Vista,Portimao,award winner
2025,Ó Balcão,Santarem,award winner
2026,Garfo de Platina,Belcanto,Lisboa
2026,Garfo de Platina,Casa de Chá da Boa Nova,Matosinhos
2026,Garfo de Platina,Ocean,Lagoa
2026,Garfo de Platina,The Yeatman,Vila Nova de Gaia
2026,Garfo de Platina,Vista Restaurante,Portimão
2026,Garfo de Ouro,A Cozinha por António Loureiro,Guimarães
2026,Garfo de Ouro,Antiqvvm,Porto
2026,Garfo de Ouro,Euskalduna Studio,Porto
2026,Garfo de Ouro,Feitoria,Lisboa
2026,Garfo de Ouro,Fifty Seconds,Lisboa
2026,Garfo de Ouro,Fortaleza do Guincho,Cascais
2026,Garfo de Ouro,G Restaurante,Bragança
2026,Garfo de Ouro,Il Gallo d'Oro,Funchal
2026,Garfo de Ouro,JNcQUOI Avenida,Lisboa
2026,Garfo de Ouro,Mesa de Lemos,Viseu
2026,Garfo de Ouro,Ó Balcão,Santarém
2026,Garfo de Ouro,Pedro Lemos,Porto
2026,Garfo de Ouro,Solar dos Presuntos,Lisboa
2026,Garfo de Ouro,Vila Joya,Albufeira
2026,Garfo de Prata,3 Pipos,Tondela
2026,Garfo de Prata,A Carvalheira,Ponte de Lima
2026,Garfo de Prata,A Cozinha do Paço,Évora
2026,Garfo de Prata,A Lúria,Tomar
2026,Garfo de Prata,Alameda Restaurante,Faro
2026,Garfo de Prata,Canalha,Lisboa
2026,Garfo de Prata,Casinha Velha,Leiria
2026,Garfo de Prata,Cozinha da Terra,Paredes
2026,Garfo de Prata,Cozinha das Flores,Porto
2026,Garfo de Prata,Desarma,Funchal
2026,Garfo de Prata,Garagem 33,Vila Verde
2026,Garfo de Prata,Loco,Lisboa
2026,Garfo de Prata,Maré – José Avillez,Cascais
2026,Garfo de Prata,Marlene,Lisboa
2026,Garfo de Prata,Nunes Real Marisqueira,Lisboa
2026,Garfo de Prata,O Forno de Jales,Vila Real
2026,Garfo de Prata,O Gaveto,Matosinhos
2026,Garfo de Prata,Rei dos Leitões,Mealhada
2026,Garfo de Prata,Restaurante Noélia,Tavira
2026,Garfo de Prata,S. Gião,Guimarães
